Solubility,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA
-0.3276124069,113.116,0.46318,26.863,8,3,0,3,2,44,0,0,0,0,50.09
-0.0898430335,650.577,-5.2586,130.5522,41,15,0,21,11,212,2,0,1,3,233.62
0.3454130072,236.087,-9.9099,31.8336,15,6,2,9,5,74,0,0,0,0,137.79
-0.3155007402,108.144,1.44986,29.624,8,2,0,2,2,42,0,0,0,0,47.58
-0.4052379668,132.203,1.1839,37.4078,9,2,1,2,5,56,0,0,0,0,29.46
0.7770765429,86.046,0.2328,17.244,6,3,0,3,0,32,1,0,0,1,43.35
0.4688768793,173.258,-0.9798,42.422,9,2,1,4,2,48,0,0,0,0,9.23
-0.6856367901,248.26,-0.4337,56.3752,16,7,3,8,1,92,1,0,0,1,152.53
-0.324555733,108.1,0.8547,25.955,8,3,0,3,0,40,1,0,0,1,49.82
0.3276361318,238.436,-0.6979,17.5618,9,4,2,9,0,48,0,0,0,0,126.74
0.5443381649,144.196,-2.1413,31.589,7,3,0,4,1,36,0,0,0,0,9.23
0.3621421768,217.184,-6.1812,43.2122,12,0,2,4,7,78,0,0,0,0,55.28
-2.161609361,239.383,1.0432,68.5411,17,1,2,3,1,98,0,2,2,2,45.71
1.626440718,118.176,0.5314,32.6396,8,2,2,2,5,50,0,0,0,0,40.46
0.5024815492,157.213,0.6673,44.327,11,3,0,3,4,64,0,0,0,0,29.54
0.4110563573,194.05,-10.784,22.0276,12,6,2,8,3,58,0,0,0,0,120.72
0.4385265234,182.156,2.204,42.4845,11,4,0,5,6,68,0,0,0,0,44.76
-0.4042589172,129.115,-0.6504,28.8005,9,2,2,4,1,50,0,1,1,1,66.4
-0.1590074228,72.107,0.9854,20.972,5,1,0,1,2,30,0,0,0,0,17.07
-1.181917475,88.175,1.5134,26.559,5,1,0,1,0,30,0,1,1,1,0
-1.373595162,136.15,1.6119,37.751,10,2,0,2,1,52,1,0,0,1,26.3
-1.050748809,64.515,1.2451,16.394,3,0,0,1,0,20,0,0,0,0,0
-1.417253114,148.98,1.7834,32.052,8,2,0,4,0,42,1,0,0,1,25.78
-2.218028318,926.811,-4.1119,208.4659,62,19,3,26,12,302,5,0,1,6,334.69
-1.335253673,121.183,1.88564,40.3284,9,1,1,1,0,48,1,0,0,1,26.02
-1.357574146,127.574,1.9222,35.8644,8,1,1,2,0,42,1,0,0,1,26.02
-1.487653403,172.124,1.0909,43.0513,11,2,2,5,2,60,1,0,0,1,78.34
-1.987836786,542.589,2.257,139.1016,38,8,2,10,7,192,3,1,2,5,124.63
-1.327248701,116.208,0.3201,36.5068,8,2,2,2,4,50,0,0,0,0,52.04
-1.453578731,155.157,-1.3338,41.3364,11,5,1,5,0,60,1,0,0,1,70.02
-1.488726291,168.236,2.4384,47.779,12,2,0,2,3,68,0,1,1,1,26.3
-1.367638869,125.902,-1.696,10.186,6,0,0,6,0,32,0,0,0,0,0
-1.622546359,222.24,2.418,59.0318,16,4,1,4,5,86,1,0,0,1,55.76
-1.378146596,126.119,-1.0657,33.6825,9,4,3,5,0,48,1,0,0,1,97.79
-1.48155287,157.6,1.93622,42.2662,10,2,2,3,0,54,1,0,0,1,46.25
-1.471757019,154.085,-1.9768,30.3078,11,3,2,7,0,56,0,1,1,1,111.67
-1.668298088,242.271,1.2384,62.321,17,5,0,5,8,96,0,0,0,0,61.83
-1.375967099,123.111,0.7798,31.1963,9,2,1,3,1,46,1,0,0,1,50.19
-1.469038232,152.24,0.1032,36.9296,8,4,2,4,0,48,0,1,1,1,40.46
-1.415573876,134.606,1.9845,35.252,8,1,0,2,4,48,0,0,0,0,17.07
-1.692640297,254.267,1.0459,61.4686,17,4,1,7,2,90,1,0,1,2,87.04
-1.525986853,171.221,0.64242,42.5522,11,2,1,4,1,60,1,0,0,1,60.16
-1.531423432,172.188,-0.9278,42.2535,12,2,4,6,1,68,0,1,1,1,96.25
-1.641347932,220.25,0.50662,54.1812,14,4,4,7,0,80,1,0,0,1,126.64
-1.508195621,161.126,2.2876,35.8564,11,1,1,4,0,60,1,0,0,1,26.02
-1.62400348,210.365,2.4115,64.4838,15,2,2,2,2,88,0,2,2,2,52.04
-1.591549855,195.218,1.6622,53.8497,14,3,1,4,3,76,1,0,0,1,47.56
0.3208872115,238.349,-1.2819,48.4942,14,3,0,5,2,72,1,0,0,1,57.2
0.7115939977,96.086,-2.1601,19.182,6,2,2,5,0,40,0,0,0,0,134.15
0.3460227367,222.241,-1.2819,48.4942,14,3,0,5,2,72,1,0,0,1,57.2
0.0940632129,394.578,2.5987,104.3653,26,5,1,8,14,156,0,0,0,0,95.53
-0.8846418847,381.371,-18.583,63.782,23,7,0,23,6,136,0,0,0,0,422.95
-0.3461061519,110.116,0.3694,30.3142,8,3,2,3,0,42,1,0,0,1,59.14
-0.4507860761,139.198,1.5325,40.378,10,1,0,2,1,56,0,1,1,1,20.31
-0.4607939818,142.154,0.6947,36.454,10,3,0,3,3,56,0,0,0,0,43.37
-0.0992552152,61.833,-2.0518,12.4104,4,3,3,4,0,24,0,0,0,0,60.69
-0.6843417048,237.852,-9.038,28.77,11,6,0,11,0,48,0,0,0,0,138.36
-0.3120594734,100.931,-2.4326,18.1644,5,3,3,5,0,25,0,0,0,0,60.69
0.5168038544,148.158,-0.548,34.5314,10,3,3,4,4,60,0,0,0,0,77.76
0.1665354511,331.208,-0.859,26.4768,9,6,0,9,0,50,0,0,0,0,132.4
0.1444215392,344.207,-15.1556,54.9868,22,9,1,12,11,110,0,0,0,0,147.1
-1.29966008,960.964,-3.4004,236.1764,66,22,8,26,22,336,6,0,0,6,327.26
-0.7035054305,243.53,-3.7683,33.3756,13,6,2,7,2,72,0,0,0,0,120.72
-0.3279248515,102.133,1.1171,27.0908,7,1,1,2,2,42,0,0,0,0,37.3
0.2218764714,281.982,-17.5394,43.66,20,7,1,14,5,106,0,0,0,0,266.62
-2.735926094,435.528,4.1617,121.3865,32,5,2,8,10,168,3,0,0,3,112.07
-0.5833809314,181.235,0.4776,52.8266,13,3,2,3,5,72,1,0,0,1,43.7
-0.3444506814,104.105,0.7893,24.031,7,3,0,3,1,42,0,0,0,0,35.53
0.6922078269,95.211,-6.3728,5.754,3,0,0,3,0,16,0,0,0,0,0
0.2513647845,262.35,1.1802,70.3164,18,4,4,6,10,108,0,0,0,0,126.64
0.4571186188,163.004,-1.4593,11.1611,7,5,0,7,0,41,0,0,0,0,97.33
0.4612188619,160.435,-10.2261,10.8414,9,4,0,9,0,56,0,0,0,0,186.74
-0.8645162178,338.188,-1.0387,30.5932,18,3,0,14,3,104,0,0,0,0,57.2
-0.9467714818,406.939,0.9724,105.1438,27,6,1,8,7,144,3,0,0,3,61.3
-1.020815087,482.584,3.0614,121.85,32,10,1,12,8,174,3,0,0,3,127.73
-0.4583389122,132.159,0.322,32.9528,9,3,1,3,4,54,0,0,0,0,46.53
-0.372767961,108.524,0.3982,22.736,6,2,0,3,1,36,0,0,0,0,26.3
0.3967110896,183.318,-5.9945,0,3,0,0,3,0,16,0,0,0,0,0
0.332748699,211.012,-3.0695,28.3582,8,3,0,6,2,44,0,0,0,0,57.2
0.6123418909,110.112,1.0978,29.7716,8,2,2,2,0,42,1,0,0,1,40.46
0.7036319098,89.138,0.7174,24.7075,6,2,1,2,2,38,0,0,0,0,23.47
0.3975348562,180.168,-2.10046,42.8566,12,3,8,9,0,72,0,0,0,0,209.31
0.8337672927,65.985,-4.2398,10.681,5,2,0,3,0,24,0,0,0,0,40.13
-0.706708916,230.216,0.5137,53.6018,16,5,1,6,7,90,0,0,0,0,89.9
-1.046901651,501.319,-2.7752,111.6224,33,10,6,12,1,178,1,2,3,4,181.62
-0.3559535751,102.133,1.1171,27.0908,7,1,1,2,2,42,0,0,0,0,37.3
1.041524079,399.879,-4.019,31.4238,17,12,0,17,0,106,0,0,0,0,240.78
1.297742994,225.198,-5.9945,0,3,0,0,3,0,16,0,0,0,0,0
-0.4949751746,1384.774,-12.4165,257.1418,86,34,4,48,14,419,8,0,0,8,610.2
0.1703103591,297.264,-1.77868,62.5096,19,6,0,9,6,100,1,0,0,1,109.57
-1.019613944,461.478,4.879,127.0994,30,4,2,8,6,172,0,2,4,4,82.92
-0.2667452841,802.112,-6.2027,169.1145,51,17,2,24,10,250,4,0,1,5,267
0.5010006364,136.296,-5.9945,0,3,0,0,3,0,16,0,0,0,0,0
-0.7420620877,242.231,-1.51428,57.6793,17,6,3,7,2,94,1,1,1,2,104.55
-0.9604187817,392.543,4.0084,120.0374,29,3,0,4,5,154,2,0,1,3,46.38
-1.000489568,430.485,3.6916,121.4005,30,3,2,7,5,162,2,0,1,3,86.84
-0.9807588825,411.365,4.0106,113.7042,30,4,4,7,4,145,4,0,0,4,115.06
0.3662767626,184.148,-1.7986,37.3294,12,6,6,8,3,74,0,0,0,0,185.06
0.4903065627,138.174,-0.17408,39.0728,10,4,2,4,1,54,1,0,0,1,77.82
1.377095201,178.946,-0.4807,20.7228,9,6,0,9,0,53,0,0,0,0,132.4
0.3558508036,187.331,0.4794,59.2117,13,3,1,3,8,80,0,0,0,0,18.51
0.2461592974,241.118,-5.5449,50.0716,14,4,3,6,3,82,1,0,0,1,81.5
0.2166530911,258.069,-14.2406,29.2048,16,7,1,10,5,74,0,0,0,0,140.62
-0.9408131942,375.129,-8.5204,69.3624,22,9,0,22,0,144,0,0,0,0,482.1
-0.0021872624,41.988,-5.992,0,2,0,0,2,0,8,0,0,0,0,0
-0.4601924093,121.183,1.7063,39.0444,9,1,1,1,1,48,1,0,0,1,26.02
0.3803001877,174.131,-2.4492,37.2275,12,3,0,4,1,58,1,0,0,1,49.36
0.3919616292,169.112,-5.0676,29.8522,11,4,2,6,4,58,0,0,0,0,103.45
0.8040134947,65.011,-2.1299,10.077,4,0,0,4,0,16,0,0,0,0,58.7
0.024802502,389.13,-13.4045,52.908,23,10,0,13,11,119,0,0,0,0,167
-0.4725815013,124.096,-2.7614,21.9836,8,4,2,6,0,50,0,0,0,0,153.26
-0.5483114194,146.146,-1.3362,34.0396,10,3,3,5,4,58,0,0,0,0,106.41
-0.5029538568,131.175,0.4444,35.0662,9,2,2,3,3,54,0,0,0,0,63.32
0.2728975009,217.652,-2.064,49.2525,14,4,2,5,3,78,1,0,1,2,50.72
0.6181158071,98.057,-0.374,20.239,7,3,0,3,0,36,0,0,1,1,43.37
0.581124668,105.988,-8.439,5.396,6,3,0,5,0,24,0,0,0,0,63.19
-0.2836980197,768.702,-3.6984,178.7883,52,19,6,23,14,260,4,0,1,5,295.8
0.8380333836,58.08,0.4051,15.414,4,1,0,1,0,24,0,1,1,1,12.53
-1.222309624,680.722,1.08844,159.6884,44,12,0,16,6,212,6,0,0,6,164.9
-0.790860844,248.363,1.8532,68.2098,17,4,1,4,12,104,0,0,0,0,47.92
-0.4813817083,121.183,1.7063,39.0444,9,1,1,1,1,48,1,0,0,1,26.02
0.237458201,431.798,-13.4045,52.908,23,10,0,13,11,114,0,0,0,0,167
-1.634840597,215.249,1.2419,55.4147,15,4,1,5,7,86,0,0,0,0,64.63
-1.563665466,179.05,-1.2579,40.3741,10,2,2,4,1,56,1,0,0,1,38.05
-1.402200462,121.183,1.88564,40.3284,9,1,1,1,0,48,1,0,0,1,26.02
-2.202203848,764.619,1.1011,169.6624,50,12,2,18,6,250,6,0,0,6,262
-1.54049772,165.236,2.29548,46.359,12,2,0,2,0,66,0,1,1,1,40.86
-1.720777531,248.153,-0.9725,58.5645,15,2,2,4,1,84,1,1,1,2,32.26
-1.508278406,151.165,-1.2805,37.0781,11,2,1,3,2,58,1,0,0,1,67.77
-1.879697302,355.525,5.9633,100.7429,22,4,2,6,14,136,0,0,0,0,61.55
-1.718847397,241.295,0.2382,64.4091,17,6,2,7,1,96,1,0,0,1,94.94
-1.552040941,164.204,1.9138,47.1088,12,2,1,2,3,64,1,0,0,1,37.3
-1.417811305,120.3841018,1.9864,21.347,4,0,0,3,0,26,0,0,0,0,0
-0.0042500518,207.016,1.6688,45.6287,12,3,2,6,1,64,1,0,0,1,76.21
-1.795385572,285.3,-0.21,75.0565,20,7,4,8,9,112,1,0,0,1,119.1
-1.269901072,85.078,-6.3728,5.754,3,0,0,3,0,8,0,0,0,0,0
-1.737335476,246.327,0.0596,65.079,16,3,0,4,6,96,0,0,0,0,69.18
-1.558983084,163.003,2.699,38.1268,9,1,1,3,0,48,1,0,0,1,20.23
-2.393595358,1098.951,-5.0629,244.8916,73,21,3,30,12,350,7,0,1,8,374.82
-1.414000411,114.144,1.1256,31.447,8,2,0,2,1,46,0,0,0,0,26.3
-2.483387966,1333.098,-6.91128,288.3338,89,30,6,39,18,430,9,0,0,9,487.77
-1.771821543,254.267,1.0459,61.4686,17,4,1,7,2,90,1,0,1,2,87.04
-1.474321317,128.171,1.5157,36.064,9,2,0,2,2,52,0,0,0,0,26.3
-1.600248341,171.284,2.4351,52.07,12,1,0,2,6,72,0,0,0,0,20.31
-1.433338371,114.188,2.1557,34.823,8,1,0,1,4,48,0,0,0,0,17.07
-1.377449362,100.161,1.6215,30.136,7,1,0,1,3,42,0,0,0,0,17.07
-1.564736497,154.165,0.8762,36.547,11,3,0,3,0,60,0,2,2,2,43.37
-1.718248447,214.305,1.7803,61.8418,15,3,1,3,10,88,0,0,0,0,38.69
-1.503965448,129.247,2.1762,42.6857,9,1,1,1,6,56,0,0,0,0,12.03
-1.875569091,300.351,1.6435,77.735,21,6,0,6,11,120,0,0,0,0,71.06
0.8380333836,58.08,0.4051,15.414,4,1,0,1,0,24,0,1,1,1,12.53
-1.636738571,173.3,1.8809,53.3418,12,2,1,2,8,74,0,0,0,0,23.47
0.1779035996,265.357,-2.4946,57.9242,14,5,0,8,4,78,0,0,0,0,60.44
-0.4161044823,1021.858,-12.3356,190.896,62,25,2,35,17,316,3,0,1,4,416.97
-0.5767319197,150.181,0.67612,44.1093,11,2,2,3,1,58,1,0,0,1,69.11
0.5257355357,115.157,0.6354,28.0368,7,3,1,3,1,38,1,0,0,1,33.12
0.3449927217,172.16,-2.282,36.8058,12,4,1,5,1,68,0,1,1,1,80.67
-0.3893149412,933.77,-11.2827,181.476,58,19,2,29,12,286,4,0,1,5,342.73
-0.4843358105,1159.096,1.26092,279.4146,76,26,4,34,15,386,6,2,2,8,379.2
-0.7568844321,220.075,-2.6207,25.8235,6,1,0,3,0,40,0,0,0,0,17.07
-0.5071845321,122.171,1.15942,40.0038,9,2,2,2,0,48,1,0,0,1,52.04
-0.5071845321,122.171,1.15942,40.0038,9,2,2,2,0,48,1,0,0,1,52.04
0.1271332296,281.101,-7.1134,35.7712,13,4,0,13,0,95,0,0,0,0,300.76
0.4168921924,143.212,-2.6162,33.65,7,2,0,4,0,36,0,0,0,0,3.24
-0.1395608979,515.742,6.00059,161.239,38,5,0,5,12,204,3,0,0,3,49.85
0.8422541039,53.492,-2.6198,5.9848,2,0,1,2,0,16,0,0,0,0,36.5
0.1471983169,206.633,-3.6884,42.0824,13,5,1,7,1,74,1,1,1,2,67.61
-0.6677809794,172.18,0.9705,42.6428,12,3,1,4,5,68,0,0,0,0,63.6
-0.6550553282,167.208,1.10482,48.4193,12,3,3,3,3,66,1,0,0,1,52.49
-0.2390039262,634.578,-4.95878,128.7372,40,14,0,20,10,206,2,0,1,3,224.39
0.4399221153,131.131,-1.2062,30.0503,9,3,3,4,1,52,0,1,1,1,69.56
-0.9492775868,328.325,-1.26238,77.9498,22,5,2,8,3,110,2,0,0,2,112.32
-1.576310856,128.171,1.3716,35.994,9,2,0,2,3,52,0,0,0,0,26.3
-0.465572855,105.166,-1.046,28.9808,6,2,3,4,0,36,0,0,0,0,50.08
0.6777748798,74.551,-5.992,0,2,0,0,2,0,8,0,0,0,0,0
0.230443278,208.238,2.0865,53.7626,14,2,1,4,1,72,2,0,0,2,54.37
-0.653770318,158.153,0.2787,37.789,11,4,0,4,3,62,0,0,0,0,52.6
-0.7165256146,182.219,1.0743,49.8418,13,3,1,3,6,72,1,0,0,1,38.69
-0.6921365673,172.268,2.1527,49.9938,12,2,1,2,6,72,0,0,0,0,37.3
-0.461082427,101.193,1.396,33.4517,7,1,1,1,4,44,0,0,0,0,12.03
-0.4250168953,93.129,1.2688,30.8544,7,1,1,1,0,36,1,0,0,1,26.02
0.1093959475,268.178,-3.0089,48.3238,17,5,2,9,3,86,1,0,0,1,131.8
-0.6303809029,1470.002,-14.9208,292.9924,92,34,6,48,18,446,7,0,2,9,551.58
-0.0189230333,357.231,0.6143,91.072,21,0,0,2,3,106,3,0,0,3,0
0.4201828891,129.59,-2.4849,27.618,8,0,0,2,0,44,1,0,0,1,3.88
-0.4145597239,885.756,-7.4754,178.0219,56,20,4,30,16,284,4,0,0,4,357.54
0.4445107883,122.171,1.34742,36.147,9,2,0,2,1,48,1,0,0,1,25.78
0.6895503557,69.491,-3.5492,7.0859,3,2,2,3,0,22,0,0,0,0,46.25
-0.6552426764,154.169,-0.4517,41.5464,11,2,2,4,4,60,0,0,0,0,58.2
0.2373207652,194.139,-3.2849,37.749,13,6,5,7,5,76,0,0,0,0,135.29
0.4563099285,117.148,-0.039,30.1044,8,2,0,3,0,48,0,1,1,1,32.29
-0.0501601164,375.375,-10.5908,73.7275,25,10,7,13,8,152,0,0,0,0,284.23
0.2445359542,190.2,-4.9161,36.4883,11,5,2,7,5,62,0,0,0,0,95.25
-0.3869456913,814.127,-3.82406,171.0797,52,18,2,25,9,254,5,0,0,5,297.76
1.156268325,232.298,-3.3451,40.3372,13,5,0,7,5,70,0,0,0,0,83.5
-0.4244279852,882.198,-5.23704,189.8311,57,18,4,25,9,280,5,0,1,6,306.52
-0.4244279852,882.198,-5.23704,189.8311,57,18,4,25,9,280,5,0,1,6,306.52
-0.5272743845,111.119,1.4079,30.8124,8,1,1,2,0,42,1,0,0,1,26.02
-1.144796153,1673.46,-14.384,364.4064,110,38,6,50,22,540,8,2,4,12,576.52
0.3975093207,128.127,0.1385,29.747,9,3,0,3,1,50,0,1,1,1,43.37
-0.9664819924,296.232,-2.8321,57.0842,19,7,0,9,3,98,1,0,0,1,109.8
0.7343267611,58.443,-5.992,0,2,0,0,2,0,8,0,0,0,0,0
0.3427540766,143.981,-8.3355,23.865,11,4,0,6,4,52,0,0,0,0,80.26
0.3906698962,128.127,0.7637,30.8828,9,3,1,3,0,50,0,0,1,1,46.53
-0.022384851,330.293,-1.4601,72.4965,22,6,1,8,4,110,2,0,0,2,103.73
-0.6667259262,146.23,1.0218,41.7116,10,2,2,2,3,62,0,0,0,0,40.46
-2.67352571,202.294,2.1268,55.9458,14,3,1,3,7,84,0,0,0,0,46.53
0.5536775573,84.118,1.1295,23.475,6,1,0,1,0,34,0,1,1,1,17.07
1.565718592,81.546,-3.0479,16.0957,4,1,1,2,0,28,0,0,0,0,12.03
-4.159911756,89.021,0.1103,10.381,2,0,0,2,0,15,0,0,0,0,0
0.6985937788,60.052,-0.2108,13.073,4,2,0,2,1,24,0,0,0,0,26.3
-0.242535631,524.393,-7.9861,95.7004,32,10,1,16,3,152,4,0,0,4,191.83
-0.7362684616,166.176,0.8982,41,12,3,0,3,0,64,0,1,2,2,43.37
-0.6201428843,127.187,1.0871,38.0927,9,1,1,2,2,52,0,0,0,0,29.1
-1.4592144,872.858,-2.174,214.5582,60,20,8,24,18,300,6,0,0,6,304.38
-0.6879152253,146.23,1.838,42.198,10,2,0,2,4,62,0,0,0,0,18.46
-0.6877845282,146.186,0.9745,37.721,10,3,0,3,4,60,0,0,0,0,35.53
-1.042005529,330.466,1.5584,81.3442,21,4,0,6,15,122,0,0,0,0,66.43
-0.5567928158,108.122,-0.89843,22.6853,6,2,3,5,0,36,0,0,0,0,87.17
-1.607002567,160.213,1.9157,41.768,11,3,0,3,2,66,0,0,0,0,35.53
-1.629618671,166.22,1.848,47.952,12,2,0,2,4,66,1,0,0,1,18.46
-1.759410193,224.117,-2.3104,47.3271,14,7,6,11,0,80,1,0,0,1,194.49
-1.656093273,176.215,1.9043,48.281,13,2,0,2,0,68,1,1,2,3,18.46
-1.786365949,236.267,1.7375,63.2148,17,4,1,4,5,92,1,0,0,1,63.6
0.4043520428,163.173,-2.9668,36.8969,11,5,5,5,1,66,0,1,1,1,92.95
-1.720972355,194.614,0.72,42.907,12,4,0,5,4,70,0,0,0,0,52.6
-2.068630062,433.343,-0.59223,92.9653,29,7,3,12,4,146,1,0,2,3,122.18
-1.900555252,286.324,1.2582,73.184,20,6,0,6,11,114,0,0,0,0,71.06
-1.821038361,238.419,2.9035,73.5778,17,2,2,2,2,100,0,2,2,2,52.04
-1.537582757,122.167,2.00904,37.5808,9,1,1,1,0,48,1,0,0,1,20.23
-1.995302619,347.224,-1.863,73.6551,23,10,5,13,4,126,2,1,1,3,186.07
-1.581104063,133.405,2.0289,26.214,5,0,0,3,1,32,0,0,0,0,0
-1.638326634,152.193,2.02306,43.9826,11,2,2,2,0,60,1,0,0,1,40.46
-1.90511867,281.311,-0.1381,60.4078,17,6,2,9,5,96,1,0,0,1,123.76
-1.852601969,249.27,-0.2703,69.813,18,6,0,6,6,96,1,0,0,1,66
-1.642266052,153.141,-0.1546,37.7839,11,5,1,5,1,58,1,0,0,1,78.1
-1.559215049,126.123,-1.3818,33.0642,9,6,3,6,0,48,1,0,0,1,116.73
-1.485842464,104.069,-1.5485,22.8042,7,2,2,6,1,40,0,0,0,0,107.54
-1.675686709,161.126,2.2876,35.8564,11,1,1,4,0,60,1,0,0,1,26.02
-1.817914488,220.272,1.0607,62.5738,16,3,1,4,1,86,1,1,1,2,43.78
-1.919234725,277.32,1.0682,73.37,20,5,0,5,8,108,1,3,3,4,50.06
-1.615379285,136.111,-1.6441,30.6508,9,3,5,7,0,54,0,0,0,0,147.95
-1.715098888,171.243,2.5592,56.7117,13,1,1,1,2,66,2,0,0,2,12.03
-1.805905521,207.229,1.6128,56.9217,15,3,1,4,4,80,1,0,0,1,55.4
-1.516592758,102.177,1.8198,31.357,7,1,0,1,2,44,0,0,0,0,9.23
-1.598518701,122.993,1.7897,24.063,4,0,0,1,0,26,0,0,0,0,0
-1.742195335,171.221,0.64242,42.5522,11,2,1,4,1,60,1,0,0,1,60.16
-1.468024827,90.191,1.7594,28.673,5,1,0,1,2,32,0,0,0,0,0
-1.621048971,126.199,2.3218,39.346,9,1,0,1,3,52,0,0,0,0,17.07
-1.862006084,218.337,2.6364,62.273,15,3,0,3,12,92,0,0,0,0,27.69
-1.711112365,154.253,2.3596,47.3258,11,1,1,1,1,64,0,1,1,1,20.23
-1.660175876,137.182,1.58582,42.1434,10,2,1,2,1,54,1,0,0,1,35.25
-2.125310985,400.343,1.5158,100.1279,29,6,5,10,5,150,2,0,1,3,173.59
-1.628640918,127.574,1.9222,35.8644,8,1,1,2,0,42,1,0,0,1,26.02
-1.630817582,128.215,2.4017,39.37,9,1,0,1,4,54,0,0,0,0,17.07
-2.033837746,324.309,-0.8623,79.068,22,6,0,7,3,120,0,0,0,0,120.39
-1.459734159,86.468,1.4478,11.857,4,0,0,3,0,26,0,0,0,0,0
-0.3928398265,738.773,-5.0841,145.7686,45,16,2,23,10,232,3,0,1,4,272.69
1.536339003,86.09,-1.0256,21.9476,6,2,2,2,0,34,0,0,0,0,40.46
-0.4592355493,852.172,-5.0495,186.6205,55,17,2,24,10,268,5,0,1,6,267
-0.9011960035,382.329,-2.3249,86.2314,26,8,3,10,4,128,1,0,2,3,135.63
0.0436038039,263.202,-1.2244,55.1382,18,5,4,9,9,102,0,0,0,0,152.44
-0.5277513782,100.117,1.0831,26.58,7,2,0,2,1,40,0,0,0,0,26.3
-0.7139217719,152.149,0.6522,36.453,11,3,0,3,0,58,0,1,2,2,43.37
-0.5204744976,96.133,1.02654,28.0617,7,1,1,2,0,38,1,0,0,1,28.68
-0.3429717,618.982,-1.665,148.9554,40,6,2,10,26,224,0,0,0,0,138.46
-3.732719889,286.415,4.0874,81.717,21,2,0,2,1,114,0,3,4,4,34.14
-0.8149408723,185.072,-1.4924,33.6073,11,4,4,8,4,66,0,0,0,0,130.08
-0.0969056512,348.484,1.914,89.8832,23,3,0,5,11,126,1,0,0,1,57.2
-0.6924056004,1369.148,-19.768,268.0292,86,34,8,46,26,432,6,0,0,6,556.06
0.9300687552,325.818,-8.439,5.396,6,3,0,5,0,24,0,0,0,0,63.19
-0.5635618856,102.133,1.1171,27.0908,7,1,1,2,0,42,0,0,0,0,37.3
-0.8598205529,201.31,0.9926,57.1906,14,3,2,3,2,84,0,1,1,1,43.7
-0.6020131225,111.188,0.9614,36.621,8,1,0,1,3,46,0,0,0,0,3.24
-0.954573972,249.04,-3.9204,31.8336,14,6,2,8,5,81,0,0,0,0,137.79
-1.3025955,554.997,-10.5127,58.4096,29,14,2,17,10,169,0,0,0,0,281.24
0.0418928153,244.264,-8.0222,12.9816,5,0,0,5,0,32,0,0,0,0,63
0.1271308568,199.988,-0.6611,32.824,9,4,2,6,3,54,0,0,0,0,83.6
-4.204573041,160.167,-0.2751,8.76,3,0,0,3,0,29,0,0,0,0,0
0.5121363665,82.106,0.71812,23.3247,6,1,1,2,0,32,1,0,0,1,28.68
-0.062309467,305.883,-10.533,26.0745,15,9,0,15,0,72,0,1,1,1,148.08
1.364774503,110.958,-0.6184,7.127,3,2,0,3,0,18,0,0,0,0,34.14
0.4107896597,102.133,0.7709,26.005,7,2,0,2,0,42,0,1,1,1,18.46
-0.5908005839,1021.179,-14.9647,185.3617,62,26,4,37,11,302,4,0,1,5,454.92
-0.560826234,98.145,1.5416,30.112,7,1,0,1,1,40,0,0,0,0,17.07
-1.289808658,518.82,-4.7862,102.2492,32,11,3,16,4,158,2,0,1,3,196.32
-1.280189706,507.074,4.4072,146.6415,36,4,0,6,9,190,4,0,0,4,44.08
-0.6876597172,128.558,2.0456,33.1168,8,1,1,2,0,42,1,0,0,1,20.23
-0.4067085166,67.091,1.08608,20.427,5,1,0,1,0,26,0,0,0,0,23.79
-0.6190130173,108.14,1.70062,32.8438,8,1,1,1,0,42,1,0,0,1,20.23
0.3921242805,109.945,-7.33,10.4746,7,4,0,7,0,32,0,0,0,0,80.26
0.9627399696,279.358,0.1174,66.7966,18,5,0,7,8,106,0,0,0,0,83.5
-0.415949942,656.675,-2.2891,154.2521,43,11,1,16,9,212,4,0,0,4,183.42
-0.742461176,138.166,1.0577,39.0228,10,2,1,2,3,54,1,0,0,1,29.46
-0.7096904801,128.124,-5.1751,12.6428,7,3,1,5,0,34,0,0,0,0,77.43
-0.3963934895,617.547,-5.546,127.9521,39,13,2,19,9,198,2,0,1,3,228.33
0.3286681761,116.12,-0.8264,27.6334,8,2,2,4,0,46,0,0,0,0,58.2
-3.327456749,184.279,2.7659,52.372,13,2,0,2,3,76,0,1,1,1,26.3
0.1651478476,168.185,-2.3659,31.9257,10,3,1,5,1,50,0,1,1,1,69.23
-0.2207961954,402.357,-4.08806,78.3584,25,7,0,11,4,124,2,0,0,2,123.63
0.2243106848,143.186,0.2772,39.71,10,3,0,3,4,58,0,0,0,0,29.54
0.371232292,102.089,0.5417,21.895,7,3,0,3,0,40,0,1,1,1,35.53
-0.7447271456,138.166,1.1875,38.9168,10,2,1,2,2,54,1,0,0,1,29.46
-2.004092218,123.155,1.0839,37.9754,9,2,1,2,0,48,1,0,0,1,43.09
-0.7048960629,124.183,1.3148,36.8678,9,1,1,1,0,50,0,1,1,1,20.23
-0.8961963146,192.126,0.6954,43.1473,14,4,1,5,1,70,1,0,1,2,80.67
0.255764198,132.905,-0.3808,5.754,1,0,0,1,0,1,0,0,0,0,0
0.0682018165,204.266,0.5666,52.6926,14,4,2,4,5,84,0,0,0,0,66.76
